id,address,number,municipality,latitude,longitude,postal_code,province
1252.0,Brussels Airport,0,Zaventem,50.8952478,4.4860711,1930.0,Vlaams-Brabant
1253.0,Wilsonplein,4,Gent,51.0483311,3.7300743,9000.0,Oost-Vlaanderen
1254.0,Rue du Cyclotron ,1348,Louvain-la-Neuve,,,1348.0,Brabant Wallon
1255.0,Begijnstraat ,42,Brussel,,,1000.0,Bruxelles-Brussel
1256.0,Leuvenseweg ,474,Muizen,,,2812.0,Antwerpen
1258.0,Porte de Lorette,15,VISÉ,50.7319944,5.6986769804020865,4600.0,Liège
1259.0,Rue de Berneau ,30,VISÉ,50.737121599999995,5.707823337650608,4600.0,Liège
1260.0,Sint Lambertusstraat,200,Brussel,50.844686,4.4365855,1200.0,Bruxelles-Brussel
1261.0,Distelvinklaan,22,Hoboken,51.17006155,4.361315671944908,2660.0,Antwerpen
1262.0,Avenue Louise,23,Bruxelles,50.834561,4.3561965,1050.0,Bruxelles-Brussel
1263.0,Sint-Jacobstraat,26,Dendermonde,51.02941225,4.1049932932634245,9200.0,Oost-Vlaanderen
1264.0,Victor Hortaplein ,40,Brussel,50.8364347,4.3337906,1060.0,Bruxelles-Brussel
1265.0,Place Victor Horta ,40,Bruxelles,50.8364347,4.3337906,1060.0,Bruxelles-Brussel
1266.0,Ikaroslaan ,41,Zaventem,50.8771165,4.4919975,1930.0,Vlaams-Brabant
1267.0,Rue des Georgin ,2,Bruxelles,,,1030.0,Bruxelles-Brussel
1268.0,Sportveldenstraat,10,Lommel,51.2450367,5.3070727,3920.0,Limburg
1269.0,Rue des Ateliers ,14,Châtelet,50.414083,4.52641,6200.0,Hainaut
1270.0,Rue des Ateliers ,14,Châtelet,50.414083,4.52641,6200.0,Hainaut
1271.0,Liersesteenweg ,2,Mechelen,51.1392258,4.625087035221519,2800.0,Antwerpen
1272.0,Zepperenweg,26,Sint-Truiden,50.817720300000005,5.196403553881449,3800.0,Limburg
1274.0,Chaussée de Charleroi,83,Namur,50.4602321,4.6571272438305416,5000.0,Namur
1275.0,Place à Joséphine Charlotte,0,Jambes,,,5100.0,Namur
1276.0,Place de la Gare,1,Houdemont,,,6724.0,Luxembourg
1277.0,Rue du Châtelet,2,Habay,49.7318827,5.65403912830621,6720.0,Luxembourg
